rank,entry,entry_type,frequency_band,category,usage_note
482,Not bad.,phrase,High,Casual replies,Curated natural spoken phrase
483,Not exactly.,phrase,High,Casual replies,Curated natural spoken phrase
484,Not here.,phrase,High,Casual replies,Curated natural spoken phrase
485,Not now.,phrase,High,Casual replies,Curated natural spoken phrase
486,Not today.,phrase,High,Casual replies,Curated natural spoken phrase
487,Not yet.,phrase,High,Casual replies,Curated natural spoken phrase
488,Obviously.,phrase,High,Casual replies,Curated natural spoken phrase
489,Of course not.,phrase,High,Casual replies,Curated natural spoken phrase
490,One more time.,phrase,High,Casual replies,Curated natural spoken phrase
491,Over here.,phrase,High,Casual replies,Curated natural spoken phrase
492,Over there.,phrase,High,Casual replies,Curated natural spoken phrase
493,Pick it up.,phrase,High,Casual replies,Curated natural spoken phrase
494,Please don't.,phrase,High,Casual replies,Curated natural spoken phrase
495,Poor thing.,phrase,High,Casual replies,Curated natural spoken phrase
496,Pretty good.,phrase,High,Casual replies,Curated natural spoken phrase
497,Put it here.,phrase,High,Casual replies,Curated natural spoken phrase
498,Put it there.,phrase,High,Casual replies,Curated natural spoken phrase
499,Relax.,phrase,High,Casual replies,Curated natural spoken phrase
500,Remember this.,phrase,High,Casual replies,Curated natural spoken phrase
501,Right here.,phrase,High,Casual replies,Curated natural spoken phrase
502,Right there.,phrase,High,Casual replies,Curated natural spoken phrase
503,Same here.,phrase,High,Casual replies,Curated natural spoken phrase
504,Seriously.,phrase,High,Casual replies,Curated natural spoken phrase
505,Sit down.,phrase,High,Casual replies,Curated natural spoken phrase
506,Slow down.,phrase,High,Casual replies,Curated natural spoken phrase
507,"So far, so good.",phrase,High,Casual replies,Curated natural spoken phrase
508,Some other time.,phrase,High,Casual replies,Curated natural spoken phrase
509,Sort of.,phrase,High,Casual replies,Curated natural spoken phrase
510,Stand up.,phrase,High,Casual replies,Curated natural spoken phrase
511,Stay here.,phrase,High,Casual replies,Curated natural spoken phrase
512,Stop it.,phrase,High,Casual replies,Curated natural spoken phrase
513,Take it easy.,phrase,High,Casual replies,Curated natural spoken phrase
514,Take that.,phrase,High,Casual replies,Curated natural spoken phrase
515,Take this.,phrase,High,Casual replies,Curated natural spoken phrase
516,That should be enough.,phrase,High,Casual replies,Curated natural spoken phrase
517,That should do it.,phrase,High,Casual replies,Curated natural spoken phrase
518,That should work.,phrase,High,Casual replies,Curated natural spoken phrase
519,That sounds about right.,phrase,High,Casual replies,Curated natural spoken phrase
520,That was close.,phrase,High,Casual replies,Curated natural spoken phrase
521,That's enough.,phrase,High,Casual replies,Curated natural spoken phrase
522,That's life.,phrase,High,Casual replies,Curated natural spoken phrase
523,That's not what I meant.,phrase,High,Casual replies,Curated natural spoken phrase
524,That's what I thought.,phrase,High,Casual replies,Curated natural spoken phrase
525,Think about it.,phrase,High,Casual replies,Curated natural spoken phrase
526,This way.,phrase,High,Casual replies,Curated natural spoken phrase
527,Throw it away.,phrase,High,Casual replies,Curated natural spoken phrase
528,To be honest.,phrase,High,Casual replies,Curated natural spoken phrase
529,Trust me.,phrase,High,Casual replies,Curated natural spoken phrase
530,Try again.,phrase,High,Casual replies,Curated natural spoken phrase
531,Try that.,phrase,High,Casual replies,Curated natural spoken phrase
532,Try this.,phrase,High,Casual replies,Curated natural spoken phrase
533,Unfortunately.,phrase,High,Casual replies,Curated natural spoken phrase
534,Wait here.,phrase,High,Casual replies,Curated natural spoken phrase
535,Watch out.,phrase,High,Casual replies,Curated natural spoken phrase
536,Way too much.,phrase,High,Casual replies,Curated natural spoken phrase
537,We'll figure it out.,phrase,High,Casual replies,Curated natural spoken phrase
538,What a day.,phrase,High,Casual replies,Curated natural spoken phrase
539,What a mess.,phrase,High,Casual replies,Curated natural spoken phrase
540,What a surprise.,phrase,High,Casual replies,Curated natural spoken phrase
541,What are you laughing at?,phrase,High,Casual replies,Curated natural spoken phrase
542,What next?,phrase,High,Casual replies,Curated natural spoken phrase
543,What now?,phrase,High,Casual replies,Curated natural spoken phrase
